Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,Neighborhood,Condition1,Condition2,GrLivArea,TotalBsmtSF,GarageArea,OverallQual,OverallCond,YearBuilt,CentralAir,Fireplaces,PoolArea,YrSold,MoSold,SaleCondition,SalePrice,UnitPrice,NeighborhoodAvgUnitPrice
749,20,RL,59.0,10593,Pave,NA,NoRidge,Norm,Norm,1720,1720,527,7,5,1996,1,1,0,2010,3,Normal,260400,151.3953488372093,132.27168705070494
750,50,RL,50.0,8405,Pave,NA,Edwards,Norm,Norm,1529,0,240,4,3,1945,0,0,0,2009,4,Normal,98000,64.09417920209287,101.83295816841985
751,50,RM,55.0,8800,Pave,Grvl,OldTown,Norm,Norm,1140,576,0,4,7,1910,1,0,0,2010,6,Normal,96500,84.64912280701755,91.42728199677266
752,60,RL,69.0,7750,Pave,NA,Gilbert,RRAn,Norm,1320,660,400,7,5,2003,1,0,0,2007,8,Normal,162000,122.72727272727273,119.11493125681703
753,20,RL,79.0,9236,Pave,NA,CollgCr,Norm,Norm,1494,1479,576,6,5,1997,1,0,0,2006,7,Normal,217000,145.24765729585008,136.78367951579068
754,60,RL,80.0,10240,Pave,NA,NridgHt,Norm,Norm,2098,1030,878,8,5,2005,1,1,0,2006,3,Normal,275500,131.3155386081983,164.57805723210188
755,20,RL,61.0,7930,Pave,NA,NAmes,Norm,Norm,1026,1026,440,6,8,1969,1,0,0,2009,7,Normal,156000,152.046783625731,116.08938532777013
756,160,FV,34.0,3230,Pave,Pave,Somerst,Norm,Norm,1471,729,440,6,5,1999,1,0,0,2009,3,Normal,172500,117.26716519374575,141.3359664248121
757,60,RL,68.0,10769,Pave,NA,CollgCr,Norm,Norm,1768,866,578,8,5,2007,1,0,0,2009,4,Normal,212000,119.90950226244344,136.78367951579068
758,60,RL,69.0,11616,Pave,NA,Sawyer,Norm,Norm,1386,672,440,6,5,1978,1,1,0,2010,4,Abnorml,158900,114.64646464646465,117.85616299660873
759,160,FV,24.0,2280,Pave,Pave,Somerst,Norm,Norm,1501,744,440,7,5,1999,1,0,0,2008,8,Normal,179400,119.5203197868088,141.3359664248121
760,60,RL,65.0,12257,Pave,NA,NoRidge,Norm,Norm,2531,1318,752,8,5,1995,1,1,0,2007,11,Normal,290000,114.57921770051364,132.27168705070494
761,20,RL,70.0,9100,Pave,NA,NAmes,Norm,Norm,864,864,300,6,6,1959,1,0,0,2009,10,Normal,127500,147.56944444444446,116.08938532777013
762,30,RM,60.0,6911,Pave,NA,BrkSide,Feedr,Norm,1301,1145,440,5,5,1924,1,0,0,2009,10,Normal,100000,76.86395080707149,105.96680854866048
763,60,FV,72.0,8640,Pave,NA,Somerst,Norm,Norm,1547,756,614,7,5,2009,1,0,0,2010,6,Normal,215200,139.10795087265674,141.3359664248121
764,60,RL,82.0,9430,Pave,NA,NoRidge,Norm,Norm,2365,1252,856,8,5,1999,1,1,0,2009,7,Normal,337000,142.49471458773783,132.27168705070494
765,120,RL,30.0,9549,Pave,NA,Veenker,Norm,Norm,1494,1494,481,8,5,1995,1,1,0,2006,4,Normal,270000,180.72289156626505,154.9809137507573
766,20,RL,75.0,14587,Pave,NA,Somerst,Norm,Norm,1506,1498,592,9,5,2008,1,1,0,2008,8,Partial,264132,175.38645418326692,141.3359664248121
767,60,RL,80.0,10421,Pave,NA,NWAmes,Norm,Norm,1714,980,496,7,5,1988,1,1,0,2010,3,Normal,196500,114.6441073512252,111.84834925438751
768,50,RL,75.0,12508,Pave,NA,Mitchel,Norm,Norm,1750,983,423,6,7,1940,1,0,0,2008,7,Normal,160000,91.42857142857143,126.01744863615829
769,20,RL,70.0,9100,Pave,NA,CollgCr,Norm,Norm,1836,1860,484,7,5,2004,1,1,0,2006,10,Normal,216837,118.1029411764706,136.78367951579068
770,60,RL,47.0,53504,Pave,NA,StoneBr,Norm,Norm,3279,1650,841,8,5,2003,1,1,0,2010,6,Normal,538000,164.0744129307716,165.40227532235397
771,85,RL,69.0,7252,Pave,NA,Sawyer,Norm,Norm,858,858,576,5,5,1982,1,0,0,2009,4,Normal,134900,157.22610722610722,117.85616299660873
772,20,RL,67.0,8877,Pave,NA,Edwards,Norm,Norm,1220,836,396,4,5,1951,1,0,0,2006,4,Normal,102000,83.60655737704919,101.83295816841985
773,80,RL,94.0,7819,Pave,NA,Edwards,Norm,Norm,1117,1029,672,6,5,1976,1,1,0,2010,3,Abnorml,107000,95.79230080572964,101.83295816841985
774,20,RL,70.0,10150,Pave,NA,NAmes,Feedr,Norm,912,912,275,5,5,1958,1,0,0,2007,7,Normal,114500,125.54824561403508,116.08938532777013
775,20,RL,110.0,14226,Pave,NA,NridgHt,Norm,Norm,1973,1935,895,8,5,2006,1,1,0,2007,7,Partial,395000,200.20273694880893,164.57805723210188
776,120,RM,32.0,4500,Pave,NA,Mitchel,Norm,Norm,1204,1204,412,6,5,1998,1,0,0,2009,6,Normal,162000,134.55149501661128,126.01744863615829
777,20,RL,86.0,11210,Pave,NA,CollgCr,Norm,Norm,1614,1614,865,7,5,2005,1,0,0,2006,7,Partial,221500,137.23667905824038,136.78367951579068
778,20,RL,100.0,13350,Pave,NA,Sawyer,Norm,Norm,894,864,440,5,5,1974,1,1,0,2006,6,Normal,142500,159.39597315436242,117.85616299660873
779,90,RH,60.0,8400,Pave,NA,SawyerW,Feedr,Norm,2020,0,630,5,5,1977,1,2,0,2007,10,Normal,144000,71.2871287128713,119.70442421965492
780,90,RL,78.0,10530,Pave,NA,Mitchel,Norm,Norm,1004,975,504,6,5,1977,1,0,0,2006,5,Normal,135000,134.4621513944223,126.01744863615829
781,20,RL,63.0,7875,Pave,NA,Gilbert,Norm,Norm,1253,1237,402,7,5,1995,1,1,0,2007,6,Normal,176000,140.46288906624102,119.11493125681703
782,60,RL,65.0,7153,Pave,NA,SawyerW,Norm,Norm,1603,761,484,6,5,1992,1,0,0,2006,7,Normal,175900,109.73175296319401,119.70442421965492
783,20,RL,67.0,16285,Pave,NA,CollgCr,Norm,Norm,1430,1413,605,7,5,2001,1,0,0,2009,6,Normal,187100,130.83916083916083,136.78367951579068
784,85,RL,69.0,9101,Pave,NA,Mitchel,Norm,Norm,1110,1097,602,5,6,1978,1,1,0,2009,7,Normal,165500,149.0990990990991,126.01744863615829
785,75,RM,35.0,6300,Pave,Grvl,OldTown,Norm,Norm,1484,742,0,6,6,1914,1,1,0,2008,6,Normal,128000,86.2533692722372,91.42728199677266
786,20,RL,69.0,9790,Pave,NA,NWAmes,Feedr,Norm,1342,1372,457,6,5,1967,1,1,0,2009,9,Normal,161500,120.34277198211625,111.84834925438751
787,50,RM,60.0,10800,Pave,NA,OldTown,Artery,Norm,1652,686,416,5,6,1915,1,0,0,2010,6,Normal,139000,84.14043583535108,91.42728199677266
788,60,RL,76.0,10142,Pave,NA,SawyerW,Norm,Norm,2084,956,618,7,5,2004,1,0,0,2010,1,Normal,233000,111.8042226487524,119.70442421965492
789,20,RM,50.0,6000,Pave,NA,OldTown,Norm,Norm,901,901,281,4,7,1954,1,0,0,2008,8,Normal,107900,119.7558268590455,91.42728199677266
790,60,RL,69.0,12205,Pave,NA,ClearCr,Norm,Norm,2087,832,444,6,8,1966,1,0,0,2007,7,Normal,187500,89.8418782942022,124.24298891029504
791,120,RL,43.0,3182,Pave,NA,Blmngtn,Norm,Norm,1145,1145,397,7,5,2005,1,1,0,2009,9,Normal,160200,139.9126637554585,136.56697363609894
792,80,RL,69.0,11333,Pave,NA,Mitchel,Norm,Norm,1062,1029,539,6,5,1976,1,2,0,2007,5,Normal,146800,138.2297551789077,126.01744863615829
793,60,RL,92.0,9920,Pave,NA,NoRidge,Norm,Norm,2013,1117,455,7,5,1996,1,1,0,2007,6,Normal,269790,134.02384500745157,132.27168705070494
794,20,RL,76.0,9158,Pave,NA,Somerst,Norm,Norm,1496,1496,474,8,5,2007,1,0,0,2007,6,Partial,225000,150.40106951871658,141.3359664248121
795,60,RL,69.0,10832,Pave,NA,Gilbert,Norm,Norm,1895,712,409,7,5,1994,1,1,0,2008,10,Normal,194500,102.63852242744063,119.11493125681703
796,60,RL,70.0,8400,Pave,NA,SawyerW,Norm,Norm,1564,650,476,6,6,1980,1,1,0,2010,4,Normal,171000,109.33503836317135,119.70442421965492
797,20,RL,71.0,8197,Pave,NA,Sawyer,Norm,Norm,1285,660,528,6,5,1977,1,1,0,2007,4,Normal,143500,111.67315175097276,117.85616299660873
798,20,RL,57.0,7677,Pave,NA,NAmes,Norm,Norm,773,773,240,5,5,1953,1,0,0,2008,4,Abnorml,110000,142.3027166882277,116.08938532777013
799,60,RL,104.0,13518,Pave,NA,NridgHt,Norm,Norm,3140,1926,820,9,5,2008,1,2,0,2009,7,Partial,485000,154.45859872611464,164.57805723210188
800,50,RL,60.0,7200,Pave,NA,SWISU,Feedr,Norm,1768,731,240,5,7,1937,1,2,0,2007,6,Normal,175000,98.98190045248869,84.75523335164974
801,60,RL,79.0,12798,Pave,NA,ClearCr,Feedr,Norm,1688,616,603,6,5,1997,1,0,0,2008,5,Normal,200000,118.48341232227489,124.24298891029504
802,30,RM,40.0,4800,Pave,NA,IDOTRR,Norm,Norm,1196,1196,440,4,7,1916,1,0,0,2007,7,Normal,109900,91.88963210702342,89.1360425104863
803,60,RL,63.0,8199,Pave,NA,CollgCr,Norm,Norm,1456,728,410,7,5,2005,1,1,0,2008,10,Normal,189000,129.80769230769232,136.78367951579068
804,60,RL,107.0,13891,Pave,NA,NridgHt,Norm,Norm,2822,1734,1020,9,5,2008,1,1,0,2009,1,Partial,582933,206.5673281360737,164.57805723210188
805,20,RL,75.0,9000,Pave,NA,NAmes,Norm,Norm,1128,936,286,5,5,1954,1,0,0,2006,6,Family,118000,104.60992907801419,116.08938532777013
806,20,RL,91.0,12274,Pave,NA,Somerst,Norm,Norm,1428,1417,554,7,5,2008,1,0,0,2008,7,Partial,227680,159.43977591036415,141.3359664248121
807,80,RL,75.0,9750,Pave,NA,NAmes,Norm,Norm,980,980,384,5,5,1967,1,0,0,2006,10,Normal,135500,138.26530612244898,116.08938532777013
808,70,RL,144.0,21384,Pave,NA,BrkSide,Norm,Norm,1576,1324,528,5,6,1923,1,1,0,2009,5,Normal,223500,141.81472081218274,105.96680854866048
809,80,RL,85.0,13400,Pave,NA,NAmes,Norm,Norm,1086,1024,484,5,5,1966,1,1,0,2006,6,Normal,159950,147.28360957642727,116.08938532777013
810,75,RM,90.0,8100,Pave,NA,OldTown,Norm,Norm,2138,849,360,5,5,1898,0,0,0,2009,11,Normal,106000,49.57904583723106,91.42728199677266
811,20,RL,78.0,10140,Pave,NA,NWAmes,Norm,Norm,1309,1040,484,6,6,1974,1,1,648,2006,1,Normal,181000,138.27349121466767,111.84834925438751
812,120,RM,69.0,4438,Pave,NA,CollgCr,Norm,Norm,848,848,420,6,5,2004,1,1,0,2008,6,Normal,144500,170.4009433962264,136.78367951579068
813,20,C (all),66.0,8712,Grvl,NA,IDOTRR,Norm,Norm,1044,540,504,5,5,1952,0,0,0,2010,6,Alloca,55993,53.633141762452105,89.1360425104863
814,20,RL,75.0,9750,Pave,NA,NAmes,Norm,Norm,1442,1442,301,6,6,1958,1,0,0,2007,4,Normal,157900,109.500693481276,116.08938532777013
815,50,RL,45.0,8248,Pave,Grvl,Edwards,Norm,Norm,1250,686,280,5,7,1918,1,0,0,2006,7,Normal,116000,92.8,101.83295816841985
816,20,RL,48.0,12137,Pave,NA,CollgCr,Norm,Norm,1661,1649,598,7,5,1998,1,0,0,2010,5,Normal,224900,135.4003612281758,136.78367951579068
817,20,RL,69.0,11425,Pave,NA,NAmes,Norm,Norm,1008,1008,275,5,6,1954,1,1,0,2006,7,Normal,137000,135.9126984126984,116.08938532777013
818,20,RL,69.0,13265,Pave,NA,Mitchel,Norm,Norm,1689,1568,857,8,5,2002,1,2,0,2008,7,Normal,271000,160.44997039668442,126.01744863615829
819,80,RL,80.0,8816,Pave,NA,ClearCr,Norm,Norm,1052,1010,440,6,7,1971,1,0,0,2010,6,Normal,155000,147.3384030418251,124.24298891029504
820,120,RL,44.0,6371,Pave,NA,NridgHt,Norm,Norm,1358,1358,484,7,5,2009,1,1,0,2010,6,Partial,224000,164.94845360824743,164.57805723210188
821,60,RL,72.0,7226,Pave,NA,CollgCr,Norm,Norm,1640,798,595,7,5,2003,1,0,0,2008,6,Normal,183000,111.58536585365853,136.78367951579068
822,20,RM,60.0,6000,Pave,Pave,OldTown,Norm,Norm,936,936,576,4,4,1953,0,0,0,2009,2,Normal,93000,99.35897435897436,91.42728199677266
823,60,RL,69.0,12394,Pave,NA,Gilbert,Norm,Norm,1733,847,433,7,5,2003,1,1,0,2007,10,Family,225000,129.8326601269475,119.11493125681703
824,50,RL,60.0,9900,Pave,NA,SWISU,Norm,Norm,1489,778,240,6,7,1940,1,1,0,2009,7,Normal,139500,93.68703828072532,84.75523335164974
825,20,FV,81.0,11216,Pave,NA,Somerst,Norm,Norm,1489,1489,776,8,5,2006,1,1,0,2006,6,Partial,232600,156.21222296843519,141.3359664248121
826,20,RL,114.0,14803,Pave,NA,NridgHt,PosN,PosN,2084,2078,1220,10,5,2007,1,1,0,2008,6,Partial,385000,184.74088291746642,164.57805723210188
827,45,RM,50.0,6130,Pave,NA,BrkSide,Norm,Norm,784,784,0,5,6,1924,1,0,0,2008,5,Normal,109500,139.66836734693877,105.96680854866048
828,20,RL,65.0,8529,Pave,NA,SawyerW,Norm,Norm,1434,1454,527,7,5,2001,1,1,0,2009,4,Normal,189000,131.79916317991632,119.70442421965492
829,60,RL,69.0,28698,Pave,NA,ClearCr,Norm,Norm,2126,1013,538,5,5,1967,1,0,0,2009,6,Abnorml,185000,87.01787394167451,124.24298891029504
830,160,FV,24.0,2544,Pave,Pave,Somerst,Norm,Norm,1223,600,480,7,5,2005,1,0,0,2006,7,Normal,147400,120.5233033524121,141.3359664248121
831,20,RL,80.0,11900,Pave,NA,NAmes,Norm,Norm,1392,1392,458,6,5,1957,1,2,0,2008,6,Normal,166000,119.25287356321839,116.08938532777013
832,160,FV,30.0,3180,Pave,Pave,Somerst,Norm,Norm,1200,600,480,7,5,2005,1,0,0,2006,6,Normal,151000,125.83333333333333,141.3359664248121
833,60,RL,44.0,9548,Pave,NA,CollgCr,Norm,Norm,1829,941,613,7,6,2003,1,1,0,2010,1,Normal,237000,129.5790049207217,136.78367951579068
834,20,RL,100.0,10004,Pave,NA,NAmes,Norm,Norm,1516,1516,472,6,6,1964,1,0,0,2009,2,Normal,167000,110.15831134564644,116.08938532777013
835,20,RL,75.0,7875,Pave,NA,NAmes,Norm,Norm,1144,1144,456,5,6,1961,1,0,0,2008,9,Normal,139950,122.33391608391608,116.08938532777013
836,20,RL,60.0,9600,Pave,NA,Sawyer,Norm,Norm,1067,1067,436,4,7,1950,1,0,0,2010,2,Normal,128000,119.96251171508904,117.85616299660873
837,30,RM,90.0,8100,Pave,Pave,OldTown,Norm,Norm,1559,1559,812,5,6,1948,1,0,0,2007,6,Normal,153500,98.46055163566389,91.42728199677266
838,160,RM,21.0,1680,Pave,NA,BrDale,Norm,Norm,987,483,264,6,5,1973,1,0,0,2008,11,Normal,100000,101.31712259371834,91.95054338209854
839,20,RL,75.0,9525,Pave,NA,CollgCr,Norm,Norm,1099,1099,352,5,6,1995,1,0,0,2008,6,Normal,144000,131.0282074613285,136.78367951579068
840,50,RL,70.0,11767,Pave,NA,Edwards,Norm,Norm,1200,768,240,5,6,1946,1,0,0,2008,5,Normal,130500,108.75,101.83295816841985
841,70,RH,69.0,12155,Pave,NA,SWISU,Norm,Norm,1482,672,400,6,8,1925,0,0,0,2008,3,Normal,140000,94.46693657219973,84.75523335164974
842,70,RM,60.0,10440,Pave,Grvl,OldTown,Norm,Norm,1539,650,686,5,8,1904,1,1,0,2008,6,Normal,157500,102.3391812865497,91.42728199677266
843,80,RL,82.0,9020,Pave,NA,NAmes,Norm,Norm,1165,1127,490,6,7,1966,1,0,0,2008,5,Normal,174900,150.12875536480686,116.08938532777013
844,90,RL,80.0,8000,Pave,NA,NAmes,Artery,Norm,1800,1800,0,5,4,1961,0,0,0,2007,7,Normal,141000,78.33333333333333,116.08938532777013
845,50,RM,100.0,12665,Pave,Grvl,OldTown,Artery,Norm,1416,876,720,5,8,1915,1,1,0,2008,6,Normal,153900,108.6864406779661,91.42728199677266
846,85,RL,69.0,16647,Pave,NA,Sawyer,RRAe,Norm,1701,1390,611,5,5,1975,1,2,0,2007,1,Normal,171000,100.52910052910053,117.85616299660873
847,60,RL,75.0,9317,Pave,NA,SawyerW,Norm,Norm,1775,740,425,7,5,1993,1,1,0,2009,7,Normal,213000,120.0,119.70442421965492
848,20,RL,36.0,15523,Pave,NA,CollgCr,Norm,Norm,864,864,338,5,6,1972,1,1,0,2009,8,Normal,133500,154.51388888888889,136.78367951579068
849,50,RL,75.0,45600,Pave,NA,ClearCr,Norm,Norm,2358,907,360,6,8,1908,1,1,0,2008,9,Normal,240000,101.78117048346056,124.24298891029504
850,80,RL,80.0,9600,Pave,NA,Veenker,Feedr,Norm,1855,528,512,6,7,1976,1,1,0,2007,8,Normal,187000,100.80862533692722,154.9809137507573
851,120,RM,36.0,4435,Pave,NA,CollgCr,Norm,Norm,848,848,420,6,5,2003,1,0,0,2007,11,Normal,131500,155.07075471698113,136.78367951579068
852,120,RL,69.0,3196,Pave,NA,Blmngtn,Norm,Norm,1456,1273,400,8,5,2003,1,1,0,2006,5,Normal,215000,147.66483516483515,136.56697363609894
853,75,RL,53.0,7128,Pave,NA,Crawfor,Norm,Norm,1646,918,240,7,5,1941,1,2,0,2007,8,Normal,164000,99.63547995139733,120.25482638137272
854,80,RL,69.0,12095,Pave,NA,NAmes,Norm,Norm,1445,1127,645,6,6,1964,1,1,0,2009,8,Normal,158000,109.34256055363322,116.08938532777013
855,20,RL,102.0,17920,Pave,NA,Sawyer,Norm,Norm,1779,1763,454,5,4,1955,1,1,0,2006,7,Abnorml,170000,95.5593029792018,117.85616299660873
856,20,RL,69.0,6897,Pave,NA,Sawyer,Norm,Norm,1040,1040,260,5,8,1962,1,0,0,2010,4,Normal,127000,122.11538461538461,117.85616299660873
857,80,RL,69.0,10970,Pave,NA,CollgCr,Norm,Norm,1026,940,576,6,6,1978,1,0,0,2008,10,Normal,147000,143.2748538011696,136.78367951579068
858,60,RL,65.0,8125,Pave,NA,Gilbert,Norm,Norm,1481,702,343,6,5,1994,1,1,0,2009,3,Normal,174000,117.4881836596894,119.11493125681703
859,20,RL,80.0,10400,Pave,NA,NWAmes,Norm,Norm,1370,1090,479,7,5,1976,1,1,0,2009,6,Family,152000,110.94890510948905,111.84834925438751
860,60,RL,69.0,11029,Pave,NA,NWAmes,PosA,Norm,2654,1054,619,6,7,1968,1,1,0,2006,8,Normal,250000,94.19743782969103,111.84834925438751
861,50,RL,55.0,7642,Pave,NA,Crawfor,Norm,Norm,1426,912,216,7,8,1918,1,1,0,2007,6,Normal,189950,133.2047685834502,120.25482638137272
862,190,RL,75.0,11625,Pave,NA,Sawyer,Norm,Norm,1039,1039,504,5,4,1965,1,0,0,2010,4,Normal,131500,126.56400384985562,117.85616299660873
863,20,RL,81.0,9672,Pave,NA,SawyerW,Norm,Norm,1097,1040,480,6,5,1984,1,0,0,2010,5,Normal,152000,138.55970829535096,119.70442421965492
864,20,RL,70.0,7931,Pave,NA,NAmes,Norm,Norm,1148,1148,672,5,5,1959,1,0,0,2009,7,Normal,132500,115.41811846689896,116.08938532777013
865,20,FV,72.0,8640,Pave,NA,Somerst,Norm,Norm,1372,1372,529,7,5,2007,1,0,0,2008,5,Partial,250580,182.6384839650146,141.3359664248121
866,20,RL,69.0,8750,Pave,NA,NAmes,Norm,Norm,1002,1002,902,5,6,1970,1,0,0,2009,8,Normal,148500,148.20359281437126,116.08938532777013
867,20,RL,67.0,10656,Pave,NA,Timber,Norm,Norm,1646,1638,870,8,5,2006,1,1,0,2007,11,Partial,248900,151.2150668286756,139.76648322039009
868,20,RL,85.0,6970,Pave,NA,Sawyer,Feedr,Norm,1120,1040,544,4,5,1961,1,0,0,2007,5,Normal,129000,115.17857142857143,117.85616299660873
869,60,RL,69.0,14762,Pave,NA,Gilbert,Feedr,Norm,2320,0,672,5,6,1948,1,1,0,2006,5,Normal,169000,72.84482758620689,119.11493125681703
870,60,RL,80.0,9938,Pave,NA,SawyerW,Norm,Norm,1949,1050,574,7,5,1993,1,1,0,2010,6,Normal,236000,121.0877373011801,119.70442421965492
871,20,RL,60.0,6600,Pave,NA,NAmes,PosN,Norm,894,894,308,5,5,1962,0,0,0,2009,8,Normal,109500,122.48322147651007,116.08938532777013
872,60,RL,70.0,8750,Pave,NA,CollgCr,Norm,Norm,1682,804,523,6,5,1998,1,0,0,2010,6,Normal,200500,119.20332936979786,136.78367951579068
873,20,RL,74.0,8892,Pave,NA,NAmes,Norm,Norm,910,105,414,5,7,1953,1,0,0,2008,10,Normal,116000,127.47252747252747,116.08938532777013
874,40,RL,60.0,12144,Pave,NA,NAmes,Norm,Norm,1268,832,288,5,7,1949,1,1,0,2009,9,Normal,133000,104.88958990536278,116.08938532777013
875,50,RM,52.0,5720,Pave,NA,OldTown,Artery,Norm,1131,676,200,5,6,1941,1,0,0,2009,8,Abnorml,66500,58.797524314765695,91.42728199677266
876,60,FV,75.0,9000,Pave,NA,Somerst,Norm,Norm,2610,1184,550,8,5,2007,1,1,0,2007,8,Partial,303477,116.27471264367816,141.3359664248121
877,20,RL,94.0,25286,Pave,NA,Mitchel,Norm,Norm,1040,1064,648,4,5,1963,1,0,0,2007,1,Normal,132250,127.16346153846153,126.01744863615829
878,60,RL,74.0,8834,Pave,NA,NridgHt,Norm,Norm,2224,1462,738,9,5,2004,1,1,0,2009,6,Normal,350000,157.37410071942446,164.57805723210188
879,85,RL,88.0,11782,Pave,NA,Sawyer,Norm,Norm,1155,1109,576,5,7,1961,1,0,0,2010,6,Normal,148000,128.13852813852813,117.85616299660873
880,20,RL,69.0,7000,Pave,NA,CollgCr,Norm,Norm,864,864,336,5,8,1978,1,0,0,2009,7,Normal,136500,157.98611111111111,136.78367951579068
881,20,RL,60.0,7024,Pave,NA,Edwards,Norm,Norm,1090,1090,450,5,5,2005,1,0,0,2007,6,Normal,157000,144.03669724770643,101.83295816841985
882,50,RL,44.0,13758,Pave,NA,Timber,Norm,Norm,1717,1156,400,7,5,1990,1,1,0,2007,4,Normal,187500,109.20209668025626,139.76648322039009
883,60,RL,69.0,9636,Pave,NA,Gilbert,Norm,Norm,1593,808,389,6,5,1992,1,1,0,2009,12,Normal,178000,111.73885750156937,119.11493125681703
884,75,RL,60.0,6204,Pave,NA,SWISU,Norm,Norm,2230,795,440,4,5,1912,0,0,0,2006,3,Normal,118500,53.139013452914796,84.75523335164974
885,20,RL,65.0,7150,Pave,NA,NAmes,Norm,Norm,892,892,288,5,5,1967,1,0,0,2009,7,Normal,100000,112.10762331838565,116.08938532777013
886,120,FV,50.0,5119,Pave,NA,Somerst,Norm,Norm,1709,1698,506,9,5,1999,1,1,0,2008,1,Abnorml,328900,192.45172615564658,141.3359664248121
887,90,RL,70.0,8393,Pave,NA,NAmes,Norm,Norm,1712,1626,588,5,5,1959,1,0,0,2006,6,Family,145000,84.69626168224299,116.08938532777013
888,50,RL,59.0,16466,Pave,NA,Edwards,Norm,Norm,1393,816,300,5,7,1955,1,0,0,2008,4,Normal,135500,97.27207465900933,101.83295816841985
889,20,RL,95.0,15865,Pave,NA,NAmes,Norm,Norm,2217,2217,621,8,6,1970,1,1,0,2007,10,Normal,268000,120.88407758231845,116.08938532777013
890,20,RL,128.0,12160,Pave,NA,NAmes,Feedr,Norm,1505,1505,505,6,4,1953,1,1,0,2009,2,Normal,149500,99.33554817275747,116.08938532777013
891,50,RL,60.0,8064,Pave,NA,NAmes,Artery,Norm,924,672,576,5,7,1949,1,1,0,2007,7,Normal,122900,133.00865800865802,116.08938532777013
892,60,RL,70.0,11184,Pave,NA,Sawyer,Norm,Norm,1683,918,440,6,5,1978,1,1,0,2009,7,Normal,172500,102.49554367201426,117.85616299660873
893,20,RL,70.0,8414,Pave,NA,Sawyer,Norm,Norm,1068,1059,264,6,8,1963,1,0,0,2006,2,Normal,154500,144.6629213483146,117.85616299660873
894,20,RL,69.0,13284,Pave,NA,Sawyer,PosN,Norm,1383,1383,354,5,5,1954,1,1,0,2008,6,Normal,165000,119.3058568329718,117.85616299660873
895,90,RL,64.0,7018,Pave,NA,SawyerW,Norm,Norm,1535,0,400,5,5,1979,1,0,0,2009,6,Alloca,118858,77.43192182410424,119.70442421965492
896,60,RL,71.0,7056,Pave,NA,NAmes,Norm,Norm,1796,780,483,6,5,1963,1,1,0,2008,10,Normal,140000,77.95100222717149,116.08938532777013
897,30,RM,50.0,8765,Pave,Grvl,IDOTRR,Norm,Norm,951,951,327,4,6,1936,0,0,0,2006,4,Abnorml,106500,111.98738170347004,89.1360425104863
898,90,RL,64.0,7018,Pave,NA,SawyerW,Feedr,Norm,2240,0,528,5,5,1979,1,0,0,2009,6,Alloca,142953,63.81830357142857,119.70442421965492
899,20,RL,100.0,12919,Pave,NA,NridgHt,Norm,Norm,2364,2330,820,9,5,2009,1,2,0,2010,3,Partial,611657,258.73815566835873,164.57805723210188
900,20,RL,65.0,6993,Pave,NA,Sawyer,Feedr,Norm,1236,912,288,5,7,1961,1,1,0,2006,6,Normal,135000,109.22330097087378,117.85616299660873
901,20,RL,69.0,7340,Pave,NA,NAmes,Norm,Norm,858,858,684,4,6,1971,1,0,0,2007,6,Normal,110000,128.2051282051282,116.08938532777013
902,20,RL,64.0,8712,Pave,NA,NAmes,Norm,Norm,1306,992,756,5,7,1957,1,0,0,2009,5,Normal,153000,117.15160796324655,116.08938532777013
903,60,RL,63.0,7875,Pave,NA,Gilbert,Norm,Norm,1509,783,393,7,5,2003,1,1,0,2006,7,Normal,180000,119.28429423459245,119.11493125681703
904,20,RL,50.0,14859,Pave,NA,Gilbert,Norm,Norm,1670,1670,690,7,5,2006,1,1,0,2006,8,Partial,240000,143.7125748502994,119.11493125681703
905,20,RL,69.0,6173,Pave,NA,Sawyer,Norm,Norm,902,876,288,5,6,1967,1,0,0,2007,8,Normal,125500,139.13525498891352,117.85616299660873
906,20,RL,80.0,9920,Pave,NA,NAmes,Norm,Norm,1063,1056,280,5,5,1954,1,0,0,2010,2,Normal,128000,120.41392285983066,116.08938532777013
907,20,RL,116.0,13501,Pave,NA,Somerst,Norm,Norm,1636,1623,865,8,5,2006,1,1,0,2007,6,Normal,255000,155.8679706601467,141.3359664248121
908,50,RL,86.0,11500,Pave,NA,Crawfor,Norm,Norm,2057,1017,180,7,7,1936,1,1,0,2006,6,Normal,250000,121.53621779290228,120.25482638137272
909,20,RL,69.0,8885,Pave,NA,Mitchel,Norm,Norm,902,864,484,5,5,1983,1,0,0,2006,6,Normal,131000,145.23281596452327,126.01744863615829
910,60,RL,149.0,12589,Pave,NA,Gilbert,Norm,Norm,1484,742,390,6,5,2005,1,1,0,2009,6,Normal,174000,117.25067385444744,119.11493125681703
911,90,RL,80.0,11600,Pave,NA,NAmes,Feedr,Norm,2274,1105,480,5,5,1960,1,0,0,2010,1,Normal,154300,67.85400175901495,116.08938532777013
912,20,RL,69.0,9286,Pave,NA,CollgCr,Norm,Norm,1268,1268,252,5,7,1977,1,0,0,2009,10,Normal,143500,113.17034700315457,136.78367951579068
913,30,RM,51.0,6120,Pave,NA,BrkSide,Norm,Norm,1015,768,450,5,7,1925,0,0,0,2006,7,Abnorml,88000,86.69950738916256,105.96680854866048
914,90,RH,82.0,6270,Pave,NA,Crawfor,Norm,Norm,2002,1001,871,5,6,1949,0,0,0,2007,8,Normal,145000,72.42757242757243,120.25482638137272
